,x,y
2141,174,116
2142,175,116
2143,176,116
2144,177,116
2145,195,116
2146,196,116
2147,197,116
2148,198,116
2149,199,116
2150,200,116
2151,201,116
2152,202,116
2153,203,116
2154,204,116
2155,205,116
2156,206,116
2157,210,116
2158,211,116
2159,212,116
2160,213,116
2161,214,116
2162,215,116
2163,216,116
2164,217,116
2165,218,116
2166,219,116
2167,220,116
2168,221,116
2169,222,116
2170,223,116
2171,224,116
2172,225,116
2173,226,116
2174,227,116
2175,228,116
2176,229,116
2177,230,116
2178,231,116
2179,232,116
2180,233,116
2181,234,116
2182,235,116
2183,236,116
2184,237,116
2185,238,116
2186,239,116
2187,240,116
2188,241,116
2189,242,116
2190,139,117
2191,140,117
2192,141,117
2193,142,117
2194,143,117
2195,144,117
2196,145,117
2197,146,117
2198,147,117
2199,148,117
2200,149,117
2201,150,117
2202,151,117
2203,172,117
2204,173,117
2205,174,117
2206,175,117
2207,176,117
2208,177,117
2209,194,117
2210,195,117
2211,196,117
2212,197,117
2213,198,117
2214,199,117
2215,200,117
2216,201,117
2217,202,117
2218,203,117
2219,204,117
2220,205,117
2221,206,117
2222,210,117
2223,211,117
2224,212,117
2225,213,117
2226,214,117
2227,215,117
2228,216,117
2229,217,117
2230,218,117
2231,219,117
2232,220,117
2233,221,117
2234,222,117
2235,223,117
2236,224,117
2237,225,117
2238,226,117
2239,227,117
2240,228,117
2241,229,117
2242,230,117
2243,231,117
2244,232,117
2245,233,117
2246,234,117
2247,235,117
2248,236,117
2249,237,117
2250,238,117
2251,239,117
2252,240,117
2253,241,117
2254,242,117
2255,139,118
2256,140,118
2257,141,118
2258,142,118
2259,143,118
2260,144,118
2261,145,118
2262,146,118
2263,147,118
2264,148,118
2265,149,118
2266,150,118
2267,151,118
2268,172,118
2269,173,118
2270,174,118
2271,175,118
2272,176,118
2273,177,118
2274,195,118
2275,196,118
2276,197,118
2277,198,118
2278,199,118
2279,200,118
2280,201,118
2281,202,118
2282,203,118
2283,204,118
2284,206,118
2285,210,118
2286,211,118
2287,212,118
2288,213,118
2289,214,118
2290,215,118
2291,216,118
2292,217,118
2293,218,118
2294,219,118
2295,220,118
2296,221,118
2297,222,118
2298,223,118
2299,224,118
2300,225,118
2301,226,118
2302,227,118
2303,228,118
2304,229,118
2305,230,118
2306,231,118
2307,232,118
2308,233,118
2309,234,118
2310,235,118
2311,236,118
2312,237,118
2313,238,118
2314,239,118
2315,240,118
2316,241,118
2317,242,118
2318,139,119
2319,140,119
2320,141,119
2321,142,119
2322,143,119
2323,144,119
2324,145,119
2325,146,119
2326,147,119
2327,148,119
2328,149,119
2329,150,119
2330,151,119
2331,173,119
2332,174,119
2333,175,119
2334,176,119
2335,177,119
2336,195,119
2337,196,119
2338,197,119
2339,198,119
2340,199,119
2341,200,119
2342,201,119
2343,202,119
2344,203,119
2345,204,119
2346,210,119
2347,211,119
2348,212,119
2349,213,119
2350,214,119
2351,215,119
2352,216,119
2353,217,119
2354,218,119
2355,219,119
2356,220,119
2357,221,119
2358,222,119
2359,223,119
2360,224,119
2361,225,119
2362,226,119
2363,227,119
2364,228,119
2365,229,119
2366,230,119
2367,231,119
2368,232,119
2369,233,119
2370,234,119
2371,235,119
2372,236,119
2373,237,119
2374,238,119
2375,239,119
2376,240,119
2377,241,119
2378,242,119
2379,139,120
2380,140,120
2381,141,120
2382,142,120
2383,143,120
2384,144,120
2385,145,120
2386,146,120
2387,147,120
2388,148,120
2389,149,120
2390,150,120
2391,151,120
2392,172,120
2393,173,120
2394,174,120
2395,175,120
2396,176,120
2397,177,120
2398,196,120
2399,197,120
2400,198,120
2401,199,120
2402,200,120
2403,201,120
2404,202,120
2405,203,120
2406,204,120
2407,206,120
2408,210,120
2409,211,120
2410,212,120
2411,213,120
2412,214,120
2413,215,120
2414,216,120
2415,217,120
2416,218,120
2417,219,120
2418,220,120
2419,221,120
2420,222,120
2421,223,120
2422,224,120
2423,225,120
2424,226,120
2425,227,120
2426,228,120
2427,229,120
2428,230,120
2429,231,120
2430,232,120
2431,233,120
2432,234,120
2433,235,120
2434,236,120
2435,237,120
2436,238,120
2437,239,120
2438,240,120
2439,241,120
2440,242,120
2441,139,121
2442,140,121
2443,141,121
2444,142,121
2445,143,121
2446,144,121
2447,145,121
2448,146,121
2449,147,121
2450,148,121
2451,149,121
2452,150,121
2453,151,121
2454,173,121
2455,174,121
2456,175,121
2457,176,121
2458,177,121
2459,196,121
2460,197,121
2461,198,121
2462,199,121
2463,200,121
2464,201,121
2465,202,121
2466,203,121
2467,204,121
2468,205,121
2469,206,121
2470,209,121
2471,210,121
2472,211,121
2473,212,121
2474,213,121
2475,214,121
2476,215,121
2477,216,121
2478,217,121
2479,218,121
2480,219,121
2481,220,121
2482,221,121
2483,222,121
2484,223,121
2485,224,121
2486,225,121
2487,226,121
2488,227,121
2489,228,121
2490,229,121
2491,230,121
2492,231,121
2493,232,121
2494,233,121
2495,234,121
2496,235,121
2497,236,121
2498,237,121
2499,238,121
2500,239,121
2501,240,121
2502,241,121
2503,242,121
2504,139,122
2505,140,122
2506,141,122
2507,142,122
2508,143,122
2509,144,122
2510,145,122
2511,146,122
2512,147,122
2513,148,122
2514,149,122
2515,150,122
2516,151,122
2517,173,122
2518,174,122
2519,175,122
2520,176,122
2521,177,122
2522,196,122
2523,197,122
2524,198,122
2525,199,122
2526,200,122
2527,201,122
2528,202,122
2529,203,122
2530,204,122
2531,210,122
2532,211,122
2533,212,122
2534,213,122
2535,214,122
2536,215,122
2537,216,122
2538,217,122
2539,218,122
2540,219,122
2541,220,122
2542,221,122
2543,222,122
2544,223,122
2545,224,122
2546,225,122
2547,226,122
2548,227,122
2549,228,122
2550,229,122
2551,230,122
2552,231,122
2553,232,122
2554,233,122
2555,234,122
2556,235,122
2557,236,122
2558,237,122
2559,238,122
2560,239,122
2561,240,122
2562,241,122
2563,242,122
2564,139,123
2565,140,123
2566,141,123
2567,142,123
2568,143,123
2569,144,123
2570,145,123
2571,146,123
2572,147,123
2573,148,123
2574,149,123
2575,150,123
2576,151,123
2577,173,123
2578,174,123
2579,175,123
2580,176,123
2581,177,123
2582,197,123
2583,198,123
2584,199,123
2585,200,123
2586,201,123
2587,202,123
2588,203,123
2589,204,123
2590,209,123
2591,210,123
2592,211,123
2593,212,123
2594,213,123
2595,214,123
2596,215,123
2597,216,123
2598,217,123
2599,218,123
2600,219,123
2601,220,123
2602,221,123
2603,222,123
2604,223,123
2605,224,123
2606,225,123
2607,226,123
2608,227,123
2609,228,123
2610,229,123
2611,230,123
2612,231,123
2613,232,123
2614,233,123
2615,234,123
2616,235,123
2617,236,123
2618,237,123
2619,238,123
2620,239,123
2621,240,123
2622,241,123
2623,242,123
2624,243,123
2625,139,124
2626,140,124
2627,141,124
2628,142,124
2629,143,124
2630,144,124
2631,145,124
2632,146,124
2633,147,124
2634,148,124
2635,149,124
2636,150,124
2637,151,124
2638,172,124
2639,173,124
2640,174,124
2641,175,124
2642,176,124
2643,177,124
2644,197,124
2645,198,124
2646,199,124
2647,200,124
2648,201,124
2649,202,124
2650,203,124
2651,204,124
2652,208,124
2653,209,124
2654,210,124
2655,211,124
2656,212,124
2657,213,124
2658,214,124
2659,215,124
2660,216,124
2661,217,124
2662,218,124
2663,219,124
2664,220,124
2665,221,124
2666,222,124
2667,223,124
2668,224,124
2669,225,124
2670,226,124
2671,227,124
2672,228,124
2673,229,124
2674,230,124
2675,231,124
2676,232,124
2677,233,124
2678,234,124
2679,235,124
2680,236,124
2681,237,124
2682,238,124
2683,239,124
2684,240,124
2685,241,124
2686,242,124
2687,243,124
2688,139,125
2689,140,125
2690,141,125
2691,142,125
2692,143,125
2693,145,125
2694,146,125
2695,147,125
2696,148,125
2697,149,125
2698,150,125
2699,151,125
2700,172,125
2701,173,125
2702,174,125
2703,175,125
2704,176,125
2705,177,125
2706,198,125
2707,199,125
2708,200,125
2709,201,125
2710,202,125
2711,203,125
2712,204,125
2713,205,125
2714,208,125
2715,209,125
2716,210,125
2717,211,125
2718,212,125
2719,213,125
2720,214,125
2721,215,125
2722,216,125
2723,217,125
2724,218,125
2725,219,125
2726,220,125
2727,221,125
2728,222,125
2729,223,125
2730,224,125
2731,225,125
2732,226,125
2733,227,125
2734,228,125
2735,229,125
2736,230,125
2737,231,125
2738,232,125
2739,233,125
2740,234,125
2741,235,125
2742,236,125
2743,237,125
2744,238,125
2745,239,125
2746,240,125
2747,241,125
2748,242,125
2749,243,125
2750,139,126
2751,140,126
2752,141,126
2753,142,126
2754,143,126
2755,145,126
2756,146,126
2757,147,126
2758,148,126
2759,149,126
2760,150,126
2761,151,126
2762,173,126
2763,174,126
2764,175,126
2765,176,126
2766,177,126
2767,198,126
2768,199,126
2769,200,126
2770,201,126
2771,202,126
2772,203,126
2773,204,126
2774,205,126
2775,209,126
2776,210,126
2777,211,126
2778,212,126
2779,213,126
2780,214,126
2781,215,126
2782,216,126
2783,217,126
2784,218,126
2785,219,126
2786,220,126
2787,221,126
2788,222,126
2789,223,126
2790,224,126
2791,225,126
2792,226,126
2793,227,126
2794,228,126
2795,229,126
2796,230,126
2797,231,126
2798,232,126
2799,233,126
2800,234,126
2801,235,126
2802,236,126
2803,237,126
2804,238,126
2805,239,126
2806,240,126
2807,241,126
2808,242,126
2809,139,127
2810,140,127
2811,141,127
2812,142,127
2813,143,127
2814,145,127
2815,146,127
2816,147,127
2817,148,127
2818,149,127
2819,150,127
2820,151,127
2821,173,127
2822,174,127
2823,175,127
2824,176,127
2825,177,127
2826,198,127
2827,199,127
2828,200,127
2829,201,127
2830,202,127
2831,203,127
2832,204,127
2833,209,127
2834,210,127
2835,211,127
2836,212,127
2837,213,127
2838,214,127
2839,215,127
2840,216,127
2841,217,127
2842,218,127
2843,219,127
2844,220,127
2845,221,127
2846,222,127
2847,223,127
2848,224,127
2849,225,127
2850,226,127
2851,227,127
2852,228,127
2853,229,127
2854,230,127
2855,231,127
2856,232,127
2857,233,127
2858,234,127
2859,235,127
2860,236,127
2861,237,127
2862,238,127
2863,239,127
2864,240,127
2865,241,127
2866,242,127
2867,139,128
2868,140,128
2869,141,128
2870,142,128
2871,143,128
2872,146,128
2873,147,128
2874,148,128
2875,149,128
2876,150,128
2877,151,128
2878,173,128
2879,174,128
2880,175,128
2881,176,128
2882,177,128
2883,198,128
2884,199,128
2885,200,128
2886,201,128
2887,202,128
2888,203,128
2889,204,128
2890,208,128
2891,209,128
2892,210,128
2893,211,128
2894,212,128
2895,213,128
2896,214,128
2897,215,128
2898,216,128
2899,217,128
2900,218,128
2901,219,128
2902,220,128
2903,221,128
2904,222,128
2905,223,128
2906,224,128
2907,225,128
2908,226,128
2909,227,128
2910,228,128
2911,229,128
2912,230,128
2913,231,128
2914,232,128
2915,235,128
2916,236,128
2917,237,128
2918,238,128
2919,239,128
2920,240,128
2921,241,128
2922,242,128
2923,139,129
2924,140,129
2925,141,129
2926,142,129
2927,143,129
2928,144,129
2929,145,129
2930,146,129
2931,147,129
2932,148,129
2933,149,129
2934,150,129
2935,151,129
2936,173,129
2937,174,129
2938,175,129
2939,176,129
2940,177,129
2941,199,129
2942,200,129
2943,201,129
2944,202,129
2945,203,129
2946,204,129
2947,208,129
2948,209,129
2949,210,129
2950,211,129
2951,212,129
2952,213,129
2953,214,129
2954,215,129
2955,216,129
2956,217,129
2957,218,129
2958,221,129
2959,222,129
2960,225,129
2961,226,129
2962,227,129
2963,228,129
2964,229,129
2965,230,129
2966,231,129
2967,232,129
2968,235,129
2969,236,129
2970,237,129
2971,238,129
2972,239,129
2973,240,129
2974,241,129
2975,242,129
2976,139,130
2977,140,130
2978,141,130
2979,142,130
2980,143,130
2981,144,130
2982,145,130
2983,146,130
2984,147,130
2985,148,130
2986,149,130
2987,150,130
2988,151,130
2989,173,130
2990,174,130
2991,175,130
2992,176,130
2993,177,130
2994,199,130
2995,200,130
2996,201,130
2997,202,130
2998,203,130
2999,204,130
3000,209,130
3001,210,130
3002,211,130
3003,212,130
3004,213,130
3005,214,130
3006,215,130
3007,216,130
3008,217,130
3009,218,130
3010,222,130
3011,225,130
3012,226,130
3013,227,130
3014,228,130
3015,229,130
3016,230,130
3017,231,130
3018,232,130
3019,235,130
3020,236,130
3021,237,130
3022,238,130
3023,239,130
3024,240,130
3025,241,130
3026,242,130
3027,139,131
3028,140,131
3029,141,131
3030,142,131
3031,143,131
3032,144,131
3033,145,131
3034,146,131
3035,147,131
3036,148,131
3037,149,131
3038,150,131
3039,151,131
3040,173,131
3041,174,131
3042,175,131
3043,176,131
3044,177,131
3045,199,131
3046,200,131
3047,201,131
3048,202,131
3049,203,131
3050,204,131
3051,216,131
3052,217,131
3053,218,131
3054,225,131
3055,226,131
3056,227,131
3057,228,131
3058,229,131
3059,230,131
3060,231,131
3061,232,131
3062,237,131
3063,238,131
3064,139,132
3065,140,132
3066,141,132
3067,142,132
3068,145,132
3069,146,132
3070,147,132
3071,148,132
3072,149,132
3073,150,132
3074,151,132
3075,173,132
3076,174,132
3077,175,132
3078,176,132
3079,177,132
3080,199,132
3081,200,132
3082,201,132
3083,202,132
3084,203,132
3085,204,132
3086,216,132
3087,217,132
3088,226,132
3089,227,132
3090,228,132
3091,229,132
3092,230,132
3093,231,132
3094,232,132
3095,139,133
3096,140,133
3097,141,133
3098,142,133
3099,145,133
3100,146,133
3101,147,133
3102,148,133
3103,149,133
3104,150,133
3105,151,133
3106,173,133
3107,174,133
3108,175,133
3109,176,133
3110,177,133
3111,200,133
3112,201,133
3113,202,133
3114,203,133
3115,204,133
3116,216,133
3117,217,133
3118,226,133
3119,227,133
3120,228,133
3121,229,133
3122,230,133
3123,231,133
3124,139,134
3125,140,134
3126,141,134
3127,142,134
3128,145,134
3129,146,134
3130,147,134
3131,148,134
3132,149,134
3133,150,134
3134,173,134
3135,174,134
3136,175,134
3137,176,134
3138,177,134
3139,200,134
3140,201,134
3141,202,134
3142,203,134
3143,204,134
3144,226,134
3145,227,134
3146,228,134
3147,229,134
3148,230,134
3149,231,134
3150,139,135
3151,140,135
3152,141,135
3153,142,135
3154,145,135
3155,146,135
3156,147,135
3157,148,135
3158,149,135
3159,150,135
3160,151,135
3161,173,135
3162,174,135
3163,175,135
3164,176,135
3165,177,135
3166,200,135
3167,201,135
3168,202,135
3169,203,135
3170,204,135
3171,226,135
3172,227,135
3173,228,135
3174,229,135
3175,230,135
3176,231,135
3177,139,136
3178,140,136
3179,141,136
3180,142,136
3181,145,136
3182,146,136
3183,147,136
3184,148,136
3185,149,136
3186,150,136
3187,151,136
3188,173,136
3189,174,136
3190,175,136
3191,176,136
3192,177,136
3193,200,136
3194,201,136
3195,202,136
3196,203,136
3197,204,136
3198,217,136
3199,226,136
3200,227,136
3201,228,136
3202,229,136
3203,230,136
3204,231,136
3205,139,137
3206,140,137
3207,141,137
3208,142,137
3209,145,137
3210,146,137
3211,147,137
3212,148,137
3213,149,137
3214,150,137
3215,151,137
3216,173,137
3217,174,137
3218,175,137
3219,176,137
3220,177,137
3221,200,137
3222,201,137
3223,202,137
3224,203,137
3225,204,137
3226,217,137
3227,226,137
3228,227,137
3229,228,137
3230,229,137
3231,230,137
3232,231,137
3233,139,138
3234,140,138
3235,141,138
3236,142,138
3237,145,138
3238,146,138
3239,147,138
3240,148,138
3241,149,138
3242,150,138
3243,151,138
3244,173,138
3245,174,138
3246,175,138
3247,176,138
3248,177,138
3249,200,138
3250,201,138
3251,202,138
3252,203,138
3253,204,138
3254,216,138
3255,217,138
3256,226,138
3257,227,138
3258,228,138
3259,229,138
3260,230,138
3261,231,138
3262,232,138
3263,139,139
3264,140,139
3265,141,139
3266,142,139
3267,145,139
3268,146,139
3269,147,139
3270,148,139
3271,149,139
3272,150,139
3273,151,139
3274,173,139
3275,174,139
3276,175,139
3277,176,139
3278,177,139
3279,200,139
3280,201,139
3281,202,139
3282,203,139
3283,204,139
3284,216,139
3285,217,139
3286,226,139
3287,227,139
3288,228,139
3289,229,139
3290,230,139
3291,231,139
3292,139,140
3293,140,140
3294,141,140
3295,142,140
3296,145,140
3297,146,140
3298,147,140
3299,148,140
3300,149,140
3301,150,140
3302,151,140
3303,173,140
3304,174,140
3305,175,140
3306,176,140
3307,177,140
3308,199,140
3309,200,140
3310,201,140
3311,202,140
3312,203,140
3313,204,140
3314,216,140
3315,217,140
3316,226,140
3317,227,140
3318,228,140
3319,229,140
3320,230,140
3321,231,140
3322,232,140
3323,139,141
3324,140,141
3325,141,141
3326,142,141
3327,145,141
3328,146,141
3329,147,141
3330,148,141
3331,149,141
3332,150,141
3333,151,141
3334,173,141
3335,174,141
3336,175,141
3337,176,141
3338,200,141
3339,201,141
3340,202,141
3341,203,141
3342,204,141
3343,225,141
3344,226,141
3345,227,141
3346,228,141
3347,229,141
3348,230,141
3349,231,141
3350,139,142
3351,140,142
3352,141,142
3353,142,142
3354,145,142
3355,146,142
3356,147,142
3357,148,142
3358,149,142
3359,150,142
3360,151,142
3361,173,142
3362,174,142
3363,175,142
3364,176,142
3365,200,142
3366,201,142
3367,202,142
3368,203,142
3369,204,142
3370,216,142
3371,226,142
3372,227,142
3373,228,142
3374,229,142
3375,230,142
3376,231,142
3377,139,143
3378,140,143
3379,141,143
3380,142,143
3381,145,143
3382,146,143
3383,147,143
3384,148,143
3385,149,143
3386,150,143
3387,151,143
3388,173,143
3389,174,143
3390,175,143
3391,176,143
3392,200,143
3393,201,143
3394,202,143
3395,203,143
3396,204,143
3397,226,143
3398,227,143
3399,228,143
3400,229,143
3401,230,143
3402,231,143
3403,139,144
3404,140,144
3405,141,144
3406,142,144
3407,145,144
3408,146,144
3409,147,144
3410,148,144
3411,149,144
3412,150,144
3413,173,144
3414,174,144
3415,175,144
3416,176,144
3417,200,144
3418,201,144
3419,202,144
3420,203,144
3421,204,144
3422,226,144
3423,227,144
3424,228,144
3425,229,144
3426,230,144
3427,231,144
3428,140,145
3429,141,145
3430,146,145
3431,147,145
3432,150,145
3433,174,145
3434,175,145
3435,200,145
3436,201,145
3437,202,145
3438,203,145
3439,226,145
3440,227,145
3441,228,145
3442,229,145
3443,230,145
3444,231,145
3445,140,146
3446,141,146
3447,146,146
3448,174,146
3449,200,146
3450,201,146
3451,202,146
3452,203,146
3453,226,146
3454,227,146
3455,228,146
3456,229,146
3457,230,146
3458,231,146
3459,201,147
3460,202,147
3461,203,147
3462,227,147
3463,228,147
3464,229,147
3465,230,147
3466,201,148
3467,202,148
3468,227,148
3469,228,148
3470,229,148
3471,230,148
3472,201,149
3473,227,149
3474,228,149
3475,229,149
3476,230,149
3477,200,150
3478,201,150
3479,202,150
3480,227,150
3481,228,150
3482,229,150
3483,230,150
3484,141,151
3485,146,151
3486,147,151
3487,200,151
3488,201,151
3489,202,151
3490,203,151
3491,227,151
3492,228,151
3493,229,151
3494,230,151
3495,141,152
3496,146,152
3497,147,152
3498,150,152
3499,200,152
3500,201,152
3501,202,152
3502,203,152
3503,226,152
3504,227,152
3505,228,152
3506,229,152
3507,230,152
3508,140,153
3509,141,153
3510,145,153
3511,146,153
3512,147,153
3513,149,153
3514,150,153
3515,151,153
3516,199,153
3517,200,153
3518,201,153
3519,202,153
3520,203,153
3521,204,153
3522,226,153
3523,227,153
3524,228,153
3525,229,153
3526,230,153
3527,140,154
3528,141,154
3529,142,154
3530,145,154
3531,146,154
3532,147,154
3533,148,154
3534,149,154
3535,150,154
3536,151,154
3537,174,154
3538,199,154
3539,200,154
3540,201,154
3541,202,154
3542,203,154
3543,204,154
3544,226,154
3545,227,154
3546,228,154
3547,229,154
3548,230,154
3549,140,155
3550,141,155
3551,145,155
3552,146,155
3553,147,155
3554,148,155
3555,149,155
3556,150,155
3557,151,155
3558,174,155
3559,175,155
3560,176,155
3561,199,155
3562,200,155
3563,201,155
3564,202,155
3565,203,155
3566,204,155
3567,226,155
3568,227,155
3569,228,155
3570,229,155
3571,230,155
3572,140,156
3573,141,156
3574,145,156
3575,146,156
3576,147,156
3577,148,156
3578,149,156
3579,150,156
3580,151,156
3581,174,156
3582,175,156
3583,176,156
3584,199,156
3585,200,156
3586,201,156
3587,202,156
3588,203,156
3589,204,156
3590,226,156
3591,227,156
3592,228,156
3593,229,156
3594,230,156
3595,140,157
3596,141,157
3597,146,157
3598,149,157
3599,150,157
3600,151,157
3601,174,157
3602,175,157
3603,176,157
3604,199,157
3605,200,157
3606,201,157
3607,202,157
3608,203,157
3609,226,157
3610,227,157
3611,228,157
3612,229,157
3613,230,157
3614,140,158
3615,141,158
3616,146,158
3617,148,158
3618,149,158
3619,150,158
3620,151,158
3621,174,158
3622,175,158
3623,176,158
3624,199,158
3625,200,158
3626,201,158
3627,202,158
3628,203,158
3629,226,158
3630,227,158
3631,228,158
3632,229,158
3633,230,158
3634,140,159
3635,141,159
3636,145,159
3637,146,159
3638,148,159
3639,149,159
3640,150,159
3641,151,159
3642,174,159
3643,175,159
3644,176,159
3645,199,159
3646,200,159
3647,201,159
3648,202,159
3649,203,159
3650,226,159
3651,227,159
3652,228,159
3653,229,159
3654,230,159
3655,140,160
3656,141,160
3657,145,160
3658,146,160
3659,149,160
3660,150,160
3661,174,160
3662,175,160
3663,176,160
3664,199,160
3665,200,160
3666,201,160
3667,202,160
3668,203,160
3669,226,160
3670,227,160
3671,228,160
3672,229,160
3673,230,160
3674,140,161
3675,141,161
3676,145,161
3677,146,161
3678,149,161
3679,150,161
3680,151,161
3681,174,161
3682,175,161
3683,176,161
3684,199,161
3685,200,161
3686,201,161
3687,202,161
3688,203,161
3689,226,161
3690,227,161
3691,228,161
3692,229,161
3693,230,161
3694,231,161
3695,140,162
3696,141,162
3697,145,162
3698,146,162
3699,149,162
3700,150,162
3701,151,162
3702,173,162
3703,174,162
3704,175,162
3705,176,162
3706,199,162
3707,200,162
3708,201,162
3709,202,162
3710,203,162
3711,226,162
3712,227,162
3713,228,162
3714,229,162
3715,230,162
3716,231,162
3717,140,163
3718,141,163
3719,145,163
3720,146,163
3721,147,163
3722,148,163
3723,149,163
3724,150,163
3725,151,163
3726,173,163
3727,174,163
3728,175,163
3729,176,163
3730,177,163
3731,199,163
3732,200,163
3733,201,163
3734,202,163
3735,203,163
3736,204,163
3737,226,163
3738,227,163
3739,228,163
3740,229,163
3741,230,163
3742,231,163
3743,140,164
3744,141,164
3745,145,164
3746,146,164
3747,147,164
3748,148,164
3749,149,164
3750,150,164
3751,151,164
3752,173,164
3753,174,164
3754,175,164
3755,176,164
3756,177,164
3757,199,164
3758,200,164
3759,201,164
3760,202,164
3761,203,164
3762,204,164
3763,226,164
3764,227,164
3765,228,164
3766,229,164
3767,230,164
3768,231,164
3769,140,165
3770,141,165
3771,145,165
3772,146,165
3773,147,165
3774,148,165
3775,149,165
3776,150,165
3777,151,165
3778,172,165
3779,173,165
3780,174,165
3781,175,165
3782,176,165
3783,177,165
3784,199,165
3785,200,165
3786,201,165
3787,202,165
3788,203,165
3789,204,165
3790,225,165
3791,226,165
3792,227,165
3793,228,165
3794,229,165
3795,230,165
3796,231,165
3797,139,166
3798,140,166
3799,141,166
3800,142,166
3801,145,166
3802,146,166
3803,147,166
3804,148,166
3805,149,166
3806,150,166
3807,151,166
3808,172,166
3809,173,166
3810,174,166
3811,175,166
3812,176,166
3813,177,166
3814,199,166
3815,200,166
3816,201,166
3817,202,166
3818,203,166
3819,204,166
3820,216,166
3821,225,166
3822,226,166
3823,227,166
3824,228,166
3825,229,166
3826,230,166
3827,231,166
3828,139,167
3829,140,167
3830,141,167
3831,142,167
3832,144,167
3833,145,167
3834,146,167
3835,147,167
3836,148,167
3837,149,167
3838,150,167
3839,151,167
3840,172,167
3841,173,167
3842,174,167
3843,175,167
3844,176,167
3845,177,167
3846,183,167
3847,184,167
3848,191,167
3849,199,167
3850,200,167
3851,201,167
3852,202,167
3853,203,167
3854,204,167
3855,225,167
3856,226,167
3857,227,167
3858,228,167
3859,229,167
3860,230,167
3861,231,167
3862,139,168
3863,140,168
3864,141,168
3865,142,168
3866,144,168
3867,145,168
3868,146,168
3869,147,168
3870,148,168
3871,149,168
3872,150,168
3873,151,168
3874,172,168
3875,173,168
3876,174,168
3877,175,168
3878,176,168
3879,177,168
3880,178,168
3881,183,168
3882,184,168
3883,191,168
3884,199,168
3885,200,168
3886,201,168
3887,202,168
3888,203,168
3889,204,168
3890,214,168
3891,215,168
3892,216,168
3893,225,168
3894,226,168
3895,227,168
3896,228,168
3897,229,168
3898,230,168
3899,231,168
3900,139,169
3901,140,169
3902,141,169
3903,142,169
3904,144,169
3905,145,169
3906,146,169
3907,147,169
3908,148,169
3909,149,169
3910,150,169
3911,151,169
3912,171,169
3913,172,169
3914,173,169
3915,174,169
3916,175,169
3917,176,169
3918,177,169
3919,178,169
3920,183,169
3921,184,169
3922,191,169
3923,199,169
3924,200,169
3925,201,169
3926,202,169
3927,203,169
3928,204,169
3929,215,169
3930,216,169
3931,225,169
3932,226,169
3933,227,169
3934,228,169
3935,229,169
3936,230,169
3937,231,169
3938,139,170
3939,140,170
3940,141,170
3941,142,170
3942,144,170
3943,145,170
3944,146,170
3945,147,170
3946,148,170
3947,149,170
3948,150,170
3949,151,170
3950,172,170
3951,173,170
3952,174,170
3953,175,170
3954,176,170
3955,177,170
3956,178,170
3957,183,170
3958,184,170
3959,191,170
3960,198,170
3961,199,170
3962,200,170
3963,201,170
3964,202,170
3965,203,170
3966,204,170
3967,215,170
3968,216,170
3969,226,170
3970,227,170
3971,228,170
3972,229,170
3973,230,170
3974,231,170
3975,139,171
3976,140,171
3977,141,171
3978,142,171
3979,144,171
3980,145,171
3981,146,171
3982,147,171
3983,148,171
3984,149,171
3985,150,171
3986,151,171
3987,171,171
3988,172,171
3989,173,171
3990,174,171
3991,175,171
3992,176,171
3993,177,171
3994,178,171
3995,183,171
3996,184,171
3997,191,171
3998,198,171
3999,199,171
4000,200,171
4001,201,171
4002,202,171
4003,203,171
4004,204,171
4005,209,171
4006,210,171
4007,215,171
4008,216,171
4009,225,171
4010,226,171
4011,227,171
4012,228,171
4013,229,171
4014,230,171
4015,231,171
4016,139,172
4017,140,172
4018,141,172
4019,142,172
4020,144,172
4021,145,172
4022,146,172
4023,147,172
4024,148,172
4025,149,172
4026,150,172
4027,151,172
4028,172,172
4029,173,172
4030,174,172
4031,175,172
4032,176,172
4033,177,172
4034,178,172
4035,183,172
4036,184,172
4037,191,172
4038,198,172
4039,199,172
4040,200,172
4041,201,172
4042,202,172
4043,203,172
4044,204,172
4045,210,172
4046,215,172
4047,216,172
4048,226,172
4049,227,172
4050,228,172
4051,229,172
4052,230,172
4053,231,172
4054,139,173
4055,140,173
4056,141,173
4057,142,173
4058,144,173
4059,145,173
4060,146,173
4061,147,173
4062,148,173
4063,149,173
4064,150,173
4065,151,173
4066,164,173
4067,165,173
4068,172,173
4069,173,173
4070,174,173
4071,175,173
4072,176,173
4073,177,173
4074,178,173
4075,179,173
4076,181,173
4077,182,173
4078,183,173
4079,184,173
4080,185,173
4081,190,173
4082,191,173
4083,198,173
4084,199,173
4085,200,173
4086,201,173
4087,202,173
4088,203,173
4089,204,173
4090,205,173
4091,215,173
4092,216,173
4093,226,173
4094,227,173
4095,228,173
4096,229,173
4097,230,173
4098,231,173
4099,139,174
4100,140,174
4101,141,174
4102,142,174
4103,144,174
4104,145,174
4105,146,174
4106,147,174
4107,148,174
4108,149,174
4109,150,174
4110,151,174
4111,161,174
4112,164,174
4113,165,174
4114,172,174
4115,173,174
4116,174,174
4117,175,174
4118,176,174
4119,177,174
4120,178,174
4121,182,174
4122,183,174
4123,184,174
4124,190,174
4125,191,174
4126,198,174
4127,199,174
4128,200,174
4129,201,174
4130,202,174
4131,203,174
4132,204,174
4133,226,174
4134,227,174
4135,228,174
4136,229,174
4137,230,174
4138,231,174
4139,139,175
